n,perc50,concept_name.x.x,concept_code.y,concept_name.y,vocabulary_id.x,concept_code.x,concept_id,unit_concept_id,mean_ratio,perc03,perc25,perc75,perc97,concept_name.x.y,QualUnitCnt,maxN,meanN,medianN,allQualUnits,allQualUnitsNs,allQualUnitsMedians,max_mean_ratio,type
3,1,Streptococcus pneumoniae Danish serotype 33F IgG Ab [Mass/volume] in Serum,ug/mL,microgram per milliliter,LOINC,40969-8,3038232,8859,0.6794386628823715,0.09601702932828768,0.5191579943235572,1,1,Streptococcus pneumoniae Danish serotype 33F IgG Ab [Mass/volume] in Serum,1,3,3,3,ug/mL,3,1,0.6794386628823715,A
3,0.8183916248491152,Anion gap in Blood,mmol/L,millimole per liter,LOINC,41276-7,3039000,8753,0.7394575169632794,0.42508556796922653,0.6091862754449191,0.9091958124245576,0.989103497490947,Anion gap in Blood,1,3,3,3,mmol/L,3,0.82,0.7394575169632794,A
3,0.7220753641217021,Alpha-1-fetoprotein.tumor marker [Mass/volume] in Serum or Plasma,ng/mL,nanogram per milliliter,LOINC,53962-7,3039783,8842,0.7271618821102179,0.48110044157974363,0.5938972138334263,0.8578832913927515,0.977394267391275,Alpha-1-fetoprotein.tumor marker [Mass/volume] in Serum or Plasma,1,3,3,3,ng/mL,3,0.72,0.7271618821102179,A
3,1,Streptococcus pneumoniae Danish serotype 15B IgG Ab [Mass/volume] in Serum,ug/mL,microgram per milliliter,LOINC,40973-0,3042065,8859,0.6794386628823715,0.09601702932828768,0.5191579943235572,1,1,Streptococcus pneumoniae Danish serotype 15B IgG Ab [Mass/volume] in Serum,1,3,3,3,ug/mL,3,1,0.6794386628823715,A
3,0.810233819044392,Potassium [Moles/volume] in Arterial blood,mmol/L,millimole per liter,LOINC,32713-0,3043409,8753,0.8249553515894987,0.6733683307233214,0.737433027384248,0.905116909522196,0.9886140291426635,Potassium [Moles/volume] in Arterial blood,1,3,3,3,mmol/L,3,0.81,0.8249553515894987,A
3,0.735564545788893,Sodium [Moles/volume] in Arterial blood,mmol/L,millimole per liter,LOINC,32717-1,3043706,8753,0.7998893323029066,0.6683911167999709,0.69983399845436,0.8677822728944464,0.9841338727473335,Sodium [Moles/volume] in Arterial blood,1,3,3,3,mmol/L,3,0.74,0.7998893323029066,A
3,0.379646304672239,Cholesterol non HDL [Mass/volume] in Serum or Plasma,mg/dL,milligram per deciliter,LOINC,43396-1,3044491,8840,0.38566881144479426,0.14961851228396159,0.25729109595507016,0.5110352735482407,0.6266575661591223,Cholesterol non HDL [Mass/volume] in Serum or Plasma,1,3,3,3,mg/dL,3,0.38,0.38566881144479426,A
3,1,Streptococcus pneumoniae Danish serotype 19A IgG Ab [Mass/volume] in Serum,ug/mL,microgram per milliliter,LOINC,40974-8,3044549,8859,0.9739489073561096,0.9265359187442292,0.9609233610341645,1,1,Streptococcus pneumoniae Danish serotype 19A IgG Ab [Mass/volume] in Serum,1,3,3,3,ug/mL,3,1,0.9739489073561096,A
3,1,Hemoglobin F/Hemoglobin.total in Blood by Electrophoresis,%,percent,LOINC,32682-7,3045405,8554,0.9970692181708474,0.9917351952417894,0.9956038272562711,1,1,Hemoglobin F/Hemoglobin.total in Blood by Electrophoresis,1,3,3,3,%,3,1,0.9970692181708474,A
3,0.7781927400360781,Anion gap serum/plasma,mmol/L,millimole per liter,LOINC,33037-3,3045716,8753,0.6803274312935317,0.3187219898061107,0.533793404807372,0.8757941121509645,0.9616833196120645,Anion gap serum/plasma,1,3,3,3,mmol/L,3,0.78,0.6803274312935317,A
3,1,Immature reticulocytes/Reticulocytes.total in Blood,%,percent,LOINC,33516-6,3046000,8554,0.8625038449707784,0.612260842817595,0.7937557674561675,1,1,Immature reticulocytes/Reticulocytes.total in Blood,1,3,3,3,%,3,1,0.8625038449707784,A
3,0.994967846499712,Mullerian inhibiting substance [Mass/volume] in Serum or Plasma,ng/mL,nanogram per milliliter,LOINC,38476-8,3047826,8842,0.9500153238332374,0.8634715082899828,0.925022985749856,0.997483923249856,0.9996980707899827,Mullerian inhibiting substance [Mass/volume] in Serum or Plasma,1,3,3,3,ng/mL,3,0.99,0.9500153238332374,A
3,0.9436392914653784,Histoplasma capsulatum Ag [Mass/volume] in Urine,ng/mL,nanogram per milliliter,LOINC,48952-6,3048918,8842,0.9564163491876465,0.9266915282196301,0.9346245237814697,0.9718196457326892,0.9966183574879227,Histoplasma capsulatum Ag [Mass/volume] in Urine,1,3,3,3,ng/mL,3,0.94,0.9564163491876465,A
3,0.9913606911447084,25-Hydroxycalciferol [Mass/volume] in Serum or Plasma,ng/mL,nanogram per milliliter,LOINC,49054-0,3049536,8842,0.9925777910828798,0.9866719626463776,0.9888666866243196,0.9956803455723542,0.9994816414686825,25-Hydroxycalciferol [Mass/volume] in Serum or Plasma,1,3,3,3,ng/mL,3,0.99,0.9925777910828798,A
3,0.974047203188678,Creatinine [Mass/volume] in Blood,mg/dL,milligram per deciliter,LOINC,38483-4,3051825,8840,0.6594500001298051,0.06312334211031706,0.48951323452997536,0.9866853672590714,0.9978069516410175,Creatinine [Mass/volume] in Blood,1,3,3,3,mg/dL,3,0.97,0.6594500001298051,A
3,1,Hemoglobin A1c in Blood,%,percent,LOINC,55454-3,40758583,8554,0.7623937594597741,0.3299504016765627,0.643590639189661,1,1,Hemoglobin A1c in Blood,1,3,3,3,%,3,1,0.7623937594597741,A
3,0.8328393598103142,Lacosamide [Mass/volume] in Serum or Plasma,ug/mL,microgram per milliliter,LOINC,59297-2,40762388,8859,0.855286812364562,0.7390101742349885,0.7829302185468431,0.9164196799051572,0.9899703615886188,Lacosamide [Mass/volume] in Serum or Plasma,1,3,3,3,ug/mL,3,0.83,0.855286812364562,A
3,1,How many cigarettes do you smoke per day now [PhenX],/(24.h),per 24 hours,LOINC,64218-1,40766929,44777556,1,1,1,1,1,How many cigarettes do you smoke per day now [PhenX],1,3,3,3,/(24.h),3,1,1,A
2,0.8201255707271253,Arsenic [Mass/volume] in Blood,ug/L,microgram per liter,LOINC,5583-0,3000138,8748,0.8201255707271253,0.7154105322752226,0.7644260821888791,0.8758250592653715,0.924840609179028,Arsenic [Mass/volume] in Blood,1,2,2,2,ug/L,2,0.82,0.8201255707271253,A
2,0.9667260810359519,Glucose [Mass/volume] in Blood,mg/dL,milligram per deciliter,LOINC,2339-0,3000483,8840,0.9667260810359519,0.9437745424752993,0.9545178158441154,0.9789343462277884,0.9896776195966045,Glucose [Mass/volume] in Blood,1,2,2,2,mg/dL,2,0.97,0.9667260810359519,A
2,0.9842360549717055,Abnormal lymphocytes/100 leukocytes in Blood by Manual count,%,percent,LOINC,29261-5,3000518,8554,0.9842360549717055,0.9694179466451087,0.9763540824575583,0.9921180274858528,0.9990541632983023,Abnormal lymphocytes/100 leukocytes in Blood by Manual count,1,2,2,2,%,2,0.98,0.9842360549717055,A
2,0.3177746534421599,Elastase.pancreatic [Mass/mass] in Stool,ug/g,microgram per gram,LOINC,25907-7,3000570,8720,0.3177746534421599,0.0531810045852851,0.17703335085871585,0.4585159560256039,0.5823683022990347,Elastase.pancreatic [Mass/mass] in Stool,1,2,2,2,ug/g,2,0.32,0.3177746534421599,A
2,0.8987371219674309,Amphetamine [Mass/volume] in Urine,ng/mL,nanogram per milliliter,LOINC,19346-6,3000571,8842,0.8987371219674309,0.8035500166168161,0.8481056829511465,0.9493685609837155,0.9939242273180459,Amphetamine [Mass/volume] in Urine,1,2,2,2,ng/mL,2,0.9,0.8987371219674309,A
2,0.9503728705548524,Cobalamin (Vitamin B12) [Mass/volume] in Serum or Plasma,pg/mL,picogram per milliliter,LOINC,2132-9,3000593,8845,0.9503728705548524,0.9339580169895944,0.9416415654669491,0.9591041756427557,0.9667877241201105,Cobalamin (Vitamin B12) [Mass/volume] in Serum or Plasma,1,2,2,2,pg/mL,2,0.95,0.9503728705548524,A
2,0.9673748103186646,Mesothelial cells/100 leukocytes in Body fluid by Manual count,%,percent,LOINC,12234-1,3000598,8554,0.9673748103186646,0.9367071320182092,0.9510622154779967,0.9836874051593323,0.9980424886191198,Mesothelial cells/100 leukocytes in Body fluid by Manual count,1,2,2,2,%,2,0.97,0.9673748103186646,A
2,0.9838709677419355,Carnitine free (C0) [Moles/volume] in Serum or Plasma,umol/L,micromole per liter,LOINC,14286-9,3000722,8749,0.9838709677419355,0.9687096774193549,0.9758064516129032,0.9919354838709677,0.9990322580645161,Carnitine free (C0) [Moles/volume] in Serum or Plasma,1,2,2,2,umol/L,2,0.98,0.9838709677419355,A
2,0.3955580804134197,Benzodiazepines [Presence] in Urine,ng/mL,nanogram per milliliter,LOINC,3390-2,3000764,8842,0.3955580804134197,0.09345440634568926,0.23486463676037161,0.5562515240664679,0.6976617544811502,Benzodiazepines [Presence] in Urine,1,2,2,2,ng/mL,2,0.4,0.3955580804134197,A
2,0.9342006281983843,Glucose [Mass/volume] in Serum or Plasma --2 hours post XXX challenge,mg/dL,milligram per deciliter,LOINC,12610-2,3000845,8840,0.9342006281983843,0.9061389942136426,0.9192742271426706,0.9491270292540982,0.9622622621831262,Glucose [Mass/volume] in Serum or Plasma --2 hours post XXX challenge,1,2,2,2,mg/dL,2,0.93,0.9342006281983843,A
2,0.8124156545209176,3-Hydroxypalmitoleylcarnitine (C16:1-OH) [Moles/volume] in Serum or Plasma,umol/L,micromole per liter,LOINC,30235-6,3001111,8749,0.8124156545209176,0.63608636977058,0.7186234817813762,0.9062078272604588,0.9887449392712551,3-Hydroxypalmitoleylcarnitine (C16:1-OH) [Moles/volume] in Serum or Plasma,1,2,2,2,umol/L,2,0.81,0.8124156545209176,A
2,0.9979486940071481,Platelet mean volume [Entitic volume] in Blood,fL,femtoliter,LOINC,28542-9,3001123,8583,0.9979486940071481,0.9975990183367459,0.9977626963101257,0.9981346917041706,0.9982983696775504,Platelet mean volume [Entitic volume] in Blood,1,2,2,2,fL,2,1,0.9979486940071481,A
2,0.987444415380591,Alpha 1 antitrypsin [Mass/volume] in Serum or Plasma by Nephelometry,mg/dL,milligram per deciliter,LOINC,6771-0,3001127,8840,0.987444415380591,0.9756421658383466,0.9811666230708865,0.9937222076902955,0.9992466649228354,Alpha 1 antitrypsin [Mass/volume] in Serum or Plasma by Nephelometry,1,2,2,2,mg/dL,2,0.99,0.987444415380591,A
2,0.9534427034324755,Prostate Specific Ag Free [Units/volume] in Serum or Plasma,ng/mL,nanogram per milliliter,LOINC,19201-3,3001138,8842,0.9534427034324755,0.9096788446590025,0.9301640551487133,0.9767213517162378,0.9972065622059485,Prostate Specific Ag Free [Units/volume] in Serum or Plasma,1,2,2,2,ng/mL,2,0.95,0.9534427034324755,A
2,1,Cholesterol in LDL [Moles/volume] in Serum or Plasma,mmol/L,millimole per liter,LOINC,22748-8,3001308,8753,1,1,1,1,1,Cholesterol in LDL [Moles/volume] in Serum or Plasma,1,2,2,2,mmol/L,2,1,1,A
2,0.8912328513575514,17-Hydroxypregnenolone [Mass/volume] in Serum or Plasma,ng/dL,nanogram per deciliter,LOINC,6765-2,3001482,8817,0.8912328513575514,0.8320069330127436,0.8597297033018025,0.9227359994133003,0.9504587697023592,17-Hydroxypregnenolone [Mass/volume] in Serum or Plasma,1,2,2,2,ng/dL,2,0.89,0.8912328513575514,A
2,0.11478079060807503,Nucleated erythrocytes [#/volume] in Blood,10*3/uL,thousand per microliter,LOINC,30392-5,3001490,8848,0.11478079060807503,0.008805659670270912,0.05841104010924305,0.171150541106907,0.22075592154587917,Nucleated erythrocytes [#/volume] in Blood,1,2,2,2,10*3/uL,2,0.11,0.11478079060807503,A
2,0.760900258635238,Carotene [Mass/volume] in Serum,ug/dL,microgram per deciliter,LOINC,2053-7,3001599,8837,0.760900258635238,0.7158392007032994,0.7369316107991004,0.7848689064713754,0.8059613165671765,Carotene [Mass/volume] in Serum,1,2,2,2,ug/dL,2,0.76,0.760900258635238,A
2,0.5326317996200141,Monocytes [#/volume] in Blood,%,percent,LOINC,26484-6,3001604,8554,0.5326317996200141,0.09331141464431929,0.29895074378187847,0.7663128554581495,0.9719521845957088,Monocytes [#/volume] in Blood,1,2,2,2,%,2,0.53,0.5326317996200141,A
2,0.9513099658122838,Complement C2 [Mass/volume] in Serum or Plasma,mg/dL,milligram per deciliter,LOINC,4484-2,3001793,8840,0.9513099658122838,0.9294903782618178,0.9397038022216104,0.9629161294029571,0.9731295533627498,Complement C2 [Mass/volume] in Serum or Plasma,1,2,2,2,mg/dL,2,0.95,0.9513099658122838,A
2,0.9284142313347161,Weight of Unspecified specimen,mg,milligram,LOINC,3154-2,3001795,8576,0.9284142313347161,0.8636463172947169,0.8939632132283335,0.9628652494410987,0.9931821453747155,Weight of Unspecified specimen,1,2,2,2,mg,2,0.93,0.9284142313347161,A
2,0.840919701213819,Coagulation factor XI activity actual/normal in Platelet poor plasma by Coagulation assay,%,percent,LOINC,3226-8,3001850,8554,0.840919701213819,0.6913842203548088,0.7613795518207285,0.9204598506069095,0.9904551820728291,Coagulation factor XI activity actual/normal in Platelet poor plasma by Coagulation assay,1,2,2,2,%,2,0.84,0.840919701213819,A
2,0.3094825173590976,Barbiturates [Presence] in Urine,ng/mL,nanogram per milliliter,LOINC,3377-9,3002020,8842,0.3094825173590976,0.08020829530384095,0.18752814392545045,0.43143689079274483,0.5387567394143543,Barbiturates [Presence] in Urine,1,2,2,2,ng/mL,2,0.31,0.3094825173590976,A
2,0.806387225548902,Oleoylcarnitine (C18:1) [Moles/volume] in Serum or Plasma,umol/L,micromole per liter,LOINC,30542-5,3002051,8749,0.806387225548902,0.6243912175648699,0.7095808383233531,0.903193612774451,0.9883832335329341,Oleoylcarnitine (C18:1) [Moles/volume] in Serum or Plasma,1,2,2,2,umol/L,2,0.81,0.806387225548902,A
2,0.8590409285277945,Hemoglobin [Mass/volume] in Arterial blood,g/dL,gram per deciliter,LOINC,30313-1,3002173,8713,0.8590409285277945,0.7265394013439214,0.7885613927916918,0.9295204642638972,0.9915424557116677,Hemoglobin [Mass/volume] in Arterial blood,1,2,2,2,g/dL,2,0.86,0.8590409285277945,A
2,0.7469683083847064,Metamyelocytes %,%,percent,LOINC,28541-1,3002179,8554,0.7469683083847064,0.5580889997850923,0.6465005910444861,0.8474360257249267,0.9358476169843205,Metamyelocytes %,1,2,2,2,%,2,0.75,0.7469683083847064,A
2,0.8545483365173108,Androstenedione [Mass/volume] in Serum or Plasma,ng/dL,nanogram per deciliter,LOINC,1854-9,3002278,8817,0.8545483365173108,0.7977000500810564,0.8243098862852606,0.8847867867493608,0.911396622953565,Androstenedione [Mass/volume] in Serum or Plasma,1,2,2,2,ng/dL,2,0.85,0.8545483365173108,A
2,0.5349206349206349,Octenoylcarnitine (C8:1) [Moles/volume] in Serum or Plasma,umol/L,micromole per liter,LOINC,30541-7,3002299,8749,0.5349206349206349,0.09774603174603173,0.30238095238095236,0.7674603174603174,0.9720952380952381,Octenoylcarnitine (C8:1) [Moles/volume] in Serum or Plasma,1,2,2,2,umol/L,2,0.53,0.5349206349206349,A
2,0.811605415860735,Coagulation factor XII activity actual/normal in Platelet poor plasma by Coagulation assay,%,percent,LOINC,3232-6,3002348,8554,0.811605415860735,0.6345145067698259,0.7174081237911025,0.9058027079303674,0.9886963249516441,Coagulation factor XII activity actual/normal in Platelet poor plasma by Coagulation assay,1,2,2,2,%,2,0.81,0.811605415860735,A
2,0.3484853505593318,Spermatozoa Motile [Presence] in Semen by Light microscopy,%,percent,LOINC,13942-8,3002435,8554,0.3484853505593318,0.137397933425987,0.2362048095309569,0.4607658915877067,0.5595727676926765,Spermatozoa Motile [Presence] in Semen by Light microscopy,1,2,2,2,%,2,0.35,0.3484853505593318,A
2,0.9300314465408805,Alpha 1 antitrypsin [Mass/mass] in Stool,mg/g,milligram per gram,LOINC,25303-9,3003101,8723,0.9300314465408805,0.8642610062893081,0.8950471698113207,0.9650157232704403,0.9958018867924529,Alpha 1 antitrypsin [Mass/mass] in Stool,1,2,2,2,mg/g,2,0.93,0.9300314465408805,A
2,0.8095716198125835,3-Hydroxyoleoylcarnitine (C18:1-OH) [Moles/volume] in Serum or Plasma,umol/L,micromole per liter,LOINC,30312-3,3003209,8749,0.8095716198125835,0.630568942436412,0.7143574297188753,0.9047858099062918,0.988574297188755,3-Hydroxyoleoylcarnitine (C18:1-OH) [Moles/volume] in Serum or Plasma,1,2,2,2,umol/L,2,0.81,0.8095716198125835,A
2,0.9439988777997314,Complement C1 esterase inhibitor [Mass/volume] in Serum or Plasma,mg/dL,milligram per deciliter,LOINC,4477-6,3003245,8840,0.9439988777997314,0.9421072185801492,0.9429926760871876,0.945005079512275,0.9458905370193135,Complement C1 esterase inhibitor [Mass/volume] in Serum or Plasma,1,2,2,2,mg/dL,2,0.94,0.9439988777997314,A
2,1,Lymphocytes/100 leukocytes in Synovial fluid,%,percent,LOINC,26483-8,3003329,8554,1,1,1,1,1,Lymphocytes/100 leukocytes in Synovial fluid,1,2,2,2,%,2,1,1,A
2,0.8846761453396526,Carnitine [Presence] in Serum or Plasma,umol/L,micromole per liter,LOINC,2045-3,3003388,8749,0.8846761453396526,0.7762717219589258,0.8270142180094787,0.9423380726698263,0.9930805687203792,Carnitine [Presence] in Serum or Plasma,1,2,2,2,umol/L,2,0.88,0.8846761453396526,A
2,1,Phosphate [Moles/volume] in Serum or Plasma,mg/dL,milligram per deciliter,LOINC,14879-1,3003458,8840,1,1,1,1,1,Phosphate [Moles/volume] in Serum or Plasma,1,2,2,2,mg/dL,2,1,1,A
2,0.8057768924302791,Octanoylcarnitine (C8) [Moles/volume] in Serum or Plasma,umol/L,micromole per liter,LOINC,30540-9,3003480,8749,0.8057768924302791,0.6232071713147412,0.7086653386454185,0.9028884462151395,0.9883466135458168,Octanoylcarnitine (C8) [Moles/volume] in Serum or Plasma,1,2,2,2,umol/L,2,0.81,0.8057768924302791,A
2,0.9998503471945087,Hemoglobin F/Hemoglobin.total in Blood by Kleihauer-Betke method,%,percent,LOINC,4633-4,3003515,8554,0.9998503471945087,0.9997096735573469,0.9997755207917631,0.9999251735972543,0.9999910208316706,Hemoglobin F/Hemoglobin.total in Blood by Kleihauer-Betke method,1,2,2,2,%,2,1,0.9998503471945087,A
2,0.9735900339750849,Lymphocytes/100 leukocytes in Body fluid by Manual count,%,percent,LOINC,13941-0,3003540,8554,0.9735900339750849,0.9487646659116649,0.9603850509626275,0.9867950169875425,0.9984154020385051,Lymphocytes/100 leukocytes in Body fluid by Manual count,1,2,2,2,%,2,0.97,0.9735900339750849,A
2,0.9552597570431637,Dehydroepiandrosterone (DHEA).unconjugated [Mass/volume] in Serum or Plasma,ng/dL,nanogram per deciliter,LOINC,2196-4,3003603,8817,0.9552597570431637,0.9441080382527786,0.949327991729129,0.9611915223571983,0.9664114758335488,Dehydroepiandrosterone (DHEA).unconjugated [Mass/volume] in Serum or Plasma,1,2,2,2,ng/dL,2,0.96,0.9552597570431637,A
2,0.9461575640405995,Normetanephrine [Mass/volume] in 24 hour Urine,ug/L,microgram per liter,LOINC,21422-1,3003700,8748,0.9461575640405995,0.895545674238763,0.9192363460608992,0.9730787820202997,0.996769453842436,Normetanephrine [Mass/volume] in 24 hour Urine,1,2,2,2,ug/L,2,0.95,0.9461575640405995,A
2,0.5359477124183006,3-Hydroxydodecanoylcarnitine (C12-OH) [Moles/volume] in Serum or Plasma,umol/L,micromole per liter,LOINC,30233-1,3003809,8749,0.5359477124183006,0.0997385620915033,0.30392156862745096,0.7679738562091504,0.972156862745098,3-Hydroxydodecanoylcarnitine (C12-OH) [Moles/volume] in Serum or Plasma,1,2,2,2,umol/L,2,0.54,0.5359477124183006,A
2,0.807232913072329,Linoleoylcarnitine (C18:2) [Moles/volume] in Serum or Plasma,umol/L,micromole per liter,LOINC,30534-2,3003816,8749,0.807232913072329,0.6260318513603182,0.7108493696084934,0.9036164565361645,0.9884339747843397,Linoleoylcarnitine (C18:2) [Moles/volume] in Serum or Plasma,1,2,2,2,umol/L,2,0.81,0.807232913072329,A
2,0.9287156985652598,Beta hydroxybutyrate [Moles/volume] in Serum or Plasma,mmol/L,millimole per liter,LOINC,6873-4,3003985,8753,0.9287156985652598,0.861708455216604,0.8930735478478896,0.9643578492826299,0.9957229419139155,Beta hydroxybutyrate [Moles/volume] in Serum or Plasma,1,2,2,2,mmol/L,2,0.93,0.9287156985652598,A
2,0.5894170695035968,Tobramycin [Mass/volume] in Serum or Plasma --peak,ug/mL,microgram per milliliter,LOINC,4057-6,3004090,8859,0.5894170695035968,0.5588766839781715,0.5731721835858175,0.6056619554213762,0.6199574550290222,Tobramycin [Mass/volume] in Serum or Plasma --peak,1,2,2,2,ug/mL,2,0.59,0.5894170695035968,A
2,0.745874587458746,Hemoglobin [Mass/volume] in Venous blood,g/dL,gram per deciliter,LOINC,30350-3,3004119,8713,0.745874587458746,0.5069966996699673,0.6188118811881189,0.872937293729373,0.9847524752475247,Hemoglobin [Mass/volume] in Venous blood,1,2,2,2,g/dL,2,0.75,0.745874587458746,A
2,0.9660111115976082,Isoleucine [Moles/volume] in Serum or Plasma,umol/L,micromole per liter,LOINC,20648-2,3004254,8749,0.9660111115976082,0.9383213752304778,0.9512825284236026,0.9807396947716138,0.9937008479647386,Isoleucine [Moles/volume] in Serum or Plasma,1,2,2,2,umol/L,2,0.97,0.9660111115976082,A
2,0.9963341267847379,Urea nitrogen [Mass/volume] in Blood,mg/dL,milligram per deciliter,LOINC,6299-2,3004295,8840,0.9963341267847379,0.9933798814289501,0.9947627196805954,0.9979055338888803,0.9992883721405256,Urea nitrogen [Mass/volume] in Blood,1,2,2,2,mg/dL,2,1,0.9963341267847379,A
2,0.10804108390702512,Lymphocytes [#/volume] in Blood by Automated count,10*3/uL,thousand per microliter,LOINC,731-0,3004327,8848,0.10804108390702512,0.05104388794533154,0.07772342648059236,0.13835874133345788,0.1650382798687187,Lymphocytes [#/volume] in Blood by Automated count,1,2,2,2,10*3/uL,2,0.11,0.10804108390702512,A
2,0.883885936403294,Coagulation factor X activity actual/normal in Platelet poor plasma by Coagulation assay,%,percent,LOINC,3218-5,3004409,8554,0.883885936403294,0.7774497811216038,0.8272709601896291,0.9405009126169589,0.9903220916849842,Coagulation factor X activity actual/normal in Platelet poor plasma by Coagulation assay,1,2,2,2,%,2,0.88,0.883885936403294,A
2,0.8415745856353589,Monocytes/100 leukocytes in Body fluid by Manual count,%,percent,LOINC,10330-9,3004411,8554,0.8415745856353589,0.6926546961325964,0.7623618784530385,0.9207872928176795,0.9904944751381215,Monocytes/100 leukocytes in Body fluid by Manual count,1,2,2,2,%,2,0.84,0.8415745856353589,A
2,0.5132575757575758,Base deficit in Venous blood,mmol/L,millimole per liter,LOINC,1924-0,3004559,8753,0.5132575757575758,0.055719696969696975,0.26988636363636365,0.7566287878787878,0.9707954545454546,Base deficit in Venous blood,1,2,2,2,mmol/L,2,0.51,0.5132575757575758,A
2,0.7324818522079108,Volume in Urine collected for unspecified duration,mL,milliliter,LOINC,19153-6,3004775,8587,0.7324818522079108,0.5300685017232448,0.624815176418195,0.8401485279976268,0.934895202692577,Volume in Urine collected for unspecified duration,1,2,2,2,mL,2,0.73,0.7324818522079108,A
2,1,Deoxyhemoglobin/Hemoglobin.total in Arterial blood,%,percent,LOINC,19225-2,3004839,8554,1,1,1,1,1,Deoxyhemoglobin/Hemoglobin.total in Arterial blood,1,2,2,2,%,2,1,1,A
2,0.976567588371129,Lipase [Enzymatic activity/volume] in Serum or Plasma,[U]/L,unit per liter,LOINC,3040-3,3004905,8645,0.976567588371129,0.9545411214399903,0.9648513825566936,0.9882837941855644,0.9985940553022677,Lipase [Enzymatic activity/volume] in Serum or Plasma,1,2,2,2,[U]/L,2,0.98,0.976567588371129,A
2,0.9654972135994941,Tyrosine [Moles/volume] in Serum or Plasma,umol/L,micromole per liter,LOINC,20660-7,3004955,8749,0.9654972135994941,0.9373222692697826,0.95051054108369,0.980483886115298,0.9936721579292056,Tyrosine [Moles/volume] in Serum or Plasma,1,2,2,2,umol/L,2,0.97,0.9654972135994941,A
2,0.8325141312361759,Base excess in Arterial cord blood by calculation,mmol/L,millimole per liter,LOINC,28638-5,3004959,8753,0.8325141312361759,0.6750774145981814,0.748771196854264,0.916257065618088,0.9899508478741705,Base excess in Arterial cord blood by calculation,1,2,2,2,mmol/L,2,0.83,0.8325141312361759,A
2,0.8059800664451825,Tetradecenoylcarnitine (C14:1) [Moles/volume] in Serum or Plasma,umol/L,micromole per liter,LOINC,30566-4,3005018,8749,0.8059800664451825,0.623601328903654,0.7089700996677737,0.9029900332225913,0.9883588039867109,Tetradecenoylcarnitine (C14:1) [Moles/volume] in Serum or Plasma,1,2,2,2,umol/L,2,0.81,0.8059800664451825,A
2,0.5578800255259139,Protein [Mass/volume] in Body fluid,g/dL,gram per deciliter,LOINC,2881-1,3005029,8713,0.5578800255259139,0.38167066920939197,0.4641516445064873,0.6516084065453404,0.7340893818424357,Protein [Mass/volume] in Body fluid,1,2,2,2,g/dL,2,0.56,0.5578800255259139,A
2,0.6495243637644498,Macrophages/100 leukocytes in Body fluid by Manual count,%,percent,LOINC,12230-9,3005087,8554,0.6495243637644498,0.32135485291421684,0.4749661133121982,0.8240826142167014,0.9776938746146827,Macrophages/100 leukocytes in Body fluid by Manual count,1,2,2,2,%,2,0.65,0.6495243637644498,A
2,0.9196487371113637,Iron binding capacity.unsaturated [Mass/volume] in Serum or Plasma,ug/dL,microgram per deciliter,LOINC,2501-5,3005168,8837,0.9196487371113637,0.8631889321057536,0.8896169259381669,0.9496805482845605,0.9761085421169737,Iron binding capacity.unsaturated [Mass/volume] in Serum or Plasma,1,2,2,2,ug/dL,2,0.92,0.9196487371113637,A
2,0.997520486362675,Oxycodone [Mass/volume] in Urine by Confirmatory method,ng/mL,nanogram per milliliter,LOINC,16249-5,3005190,8842,0.997520486362675,0.9951897435435895,0.9962807295440125,0.9987602431813375,0.9998512291817605,Oxycodone [Mass/volume] in Urine by Confirmatory method,1,2,2,2,ng/mL,2,1,0.997520486362675,A
2,0.9691287742544292,Alpha 2 globulin [Mass/volume] in Serum or Plasma by Electrophoresis,g/dL,gram per deciliter,LOINC,2868-8,3005229,8713,0.9691287742544292,0.942605642684923,0.9550207255472452,0.9832368229616132,0.9956519058239354,Alpha 2 globulin [Mass/volume] in Serum or Plasma by Electrophoresis,1,2,2,2,g/dL,2,0.97,0.9691287742544292,A
2,0.9646350806476638,Beta+gamma tocopherol [Mass/volume] in Serum or Plasma,mg/L,milligram per liter,LOINC,11038-7,3005244,8751,0.9646350806476638,0.9325635508482498,0.9475757562862734,0.981694405009054,0.9967066104470776,Beta+gamma tocopherol [Mass/volume] in Serum or Plasma,1,2,2,2,mg/L,2,0.96,0.9646350806476638,A
2,0.9626566143552352,Cystine [Moles/volume] in Serum or Plasma,umol/L,micromole per liter,LOINC,22672-0,3005335,8749,0.9626566143552352,0.9318222475908314,0.9462553554379991,0.9790578732724713,0.993490981119639,Cystine [Moles/volume] in Serum or Plasma,1,2,2,2,umol/L,2,0.96,0.9626566143552352,A
2,0.795789850319041,Hemoglobin A1/Hemoglobin.total in Blood,%,percent,LOINC,4547-6,3005446,8554,0.795789850319041,0.6038323096189395,0.6936847754785614,0.8978949251595205,0.9877473910191424,Hemoglobin A1/Hemoglobin.total in Blood,1,2,2,2,%,2,0.8,0.795789850319041,A
2,0.20524319215701597,Microalbumin [Mass/time] in 24 hour Urine,mg/dL,milligram per deciliter,LOINC,14956-7,3005577,8840,0.20524319215701597,0.16035772790326985,0.181367945213534,0.22911843910049798,0.25012865641076215,Microalbumin [Mass/time] in 24 hour Urine,1,2,2,2,mg/dL,2,0.21,0.20524319215701597,A
